person,age_at_founding,age_became_billionaire,age_education_ended,books_authored,children_in_business,co_founded,co_founder_skill_complement,consumption_index,employer_1,employer_2,employer_3,estimated_inheritance_m,estimated_lifetime_giving_m,ethnicity,family_business_type,family_office,family_office_name,family_owned_business,family_socioeconomic_class,father_occupation,first_gen_immigrant,first_institutional_investor,foundation_name,founding_detail,giving_pct_of_net_worth,giving_pledge_signatory,government_roles_held,heritage_detail,initial_funding_detail,initial_funding_type,known_art_collector,known_failed_ventures,major_lawsuits,market_position,market_position_detail,media_visibility,moat_type,moat_type_detail,mother_occupation,notable_political_positions,number_of_co_founders,number_of_companies_founded,number_of_marriages,parent_education_level,parent_immigrant,parent_immigration_detail,party,party_detail,pre_wealth_bankruptcy,primary_domain_expertise,primary_philanthropic_causes,private_jet,revenue_model_type,revenue_model_type_detail,role_at_employer_1,role_at_employer_2,role_at_employer_3,skill_profile,social_media_activity,total_pre_founding_career_years,wealth_concentration_ratio_pct,yacht,year_founded,years_at_employer_1,years_at_employer_2,years_at_employer_3,years_founding_to_1b
edward_debartolo_jr,,,,0,2.0,Y,,high,DeBartolo (father's real estate company),DeBartolo Holdings,,,,"american,italian",Real estate / shopping mall development,Y,DeBartolo Holdings,Y,wealthy,Edward DeBartolo Sr. (shopping mall magnate),N,,Edward J. DeBartolo Sr. Foundation,,,N,,,,,,,"Pleaded guilty to failure to report felony (1998, connected to Louisiana Governor Edwin Edwards gambling license corruption); pardoned by Trump Jan 2020",,,medium,,,,,,,1.0,,N,,republican,,N,Real estate,"Youth, education, community development",Y,,,Executive / joined family business,Head / Principal,,ops,low,,,Y,2003,,,,
edward_glazer,,,,0,,N,,,First Allied Corporation,Tampa Bay Buccaneers,US Property Trust,,,,"Sports teams, real estate, retail centers, auto dealerships",,,Y,wealthy,Shopping mall magnate / sports team owner,N,,Edward and Shari Glazer Charitable Trust,,,N,,,,,,Mt. Gox (sold before hack),Sued by major record companies over copyright infringement (eDonkey2000),,,high,,,,,1.0,2.0,1.0,,,,,,,Real estate / sports ownership,"Education (Ithaca College), variety of organizations",,,,Real estate acquisitions oversight,Co-chairman,Founder and CEO,"finance,ops",,,,,2014,,1.0,,
edward_johnson_iv,,,,0,,,,low,,,,,,"american,white",Fidelity Investments (4th generation),Y,FMR LLC,Y,wealthy,"Edward ""Ned"" Johnson III (Fidelity CEO, died 2022)",N,,Edward C. Johnson Fund,,,N,,,,,Y,,,winner_take_most,,low,"brand,scale",Scale/Brand,,,,0.0,,,N,,,,N,Real Estate / Finance,"Arts, education, historic preservation",,management_fees,Asset management fees,,,,"finance,ops",low,,9.56,,1946,,,,
edward_roski_jr,,,16.0,0,,,,medium,US Marine Corps,Majestic Realty,Stanford University,,25.0,"american,white",Industrial real estate development,Y,,Y,wealthy,Real estate developer (founded Majestic Realty 1948),N,,,Inherited/Family,,N,USC Trustee,,Family,other,Y,"Healtheon (merged), MyCFO (sold)",,fragmented,,low,scale,Scale/Portfolio,,,,1.0,4.0,,,,,,N,Industrial real estate development,"Eye institute/medical research, university endowment",Y,other,Industrial/commercial RE (LA Kings co-owner; built Staples Center predecessor),Officer,Developer/Executive,Professor,ops,,,,Y,1948,4.0,,,
edward_stack,30,,22.0,1,0.0,,,medium,Dick's Sporting Goods,Legendary Entertainment,,0.0,,"american,white",Sporting Goods Retail,Y,Tulco / Tull Investment Group,Y,wealthy,"Richard ""Dick"" Stack (founded Dicks Sporting Goods 1948 with $300 from grandmother)",N,,The Dick's Sporting Goods Foundation,Family (inherited leadership),,N,,,Family/Bootstrapped,self_funded,N,,,fragmented,,medium,"brand,ip",Brand/IP,,"Gun control advocacy (raised purchase age, stopped selling assault-style rifles)",0.0,1.0,1.0,,N,,republican,,N,Retail / Sporting Goods,"Youth sports, education, community development",Y,retail,Retail (physical stores),CEO,Founder/CEO,,"ops,sales",low,,,N,1948,37.0,16.0,,16.0
edwin_chen,33,,,1,,N,,low,Google,Clarium Capital (Peter Thiels fund),Twitter/Facebook/Dropbox,0.0,,"american,taiwanese",Restaurant,,,N,working,"Restaurant owner (Peking Garden, Crystal River FL)",N,,,,,N,,,Bootstrapped/Personal Savings,self_funded,,,,fragmented,,low,"ip,reputation",Quality premium / 1M+ contractor network / Big Tech client relationships,Restaurant owner,,0.0,1.0,,,,Parents from Taiwan; father ran Peking Garden restaurant in Crystal River FL,,,N,AI/Data Labeling,,,construction,AI data labeling/infrastructure (charges 2-10x competitors),Core Science Manager,,Cofounder & CEO,tech,,,75.0,,2020,,,,4.0
edythe_broad,,,,0,1.0,,,medium,,,,,4000.0,"american,white","Oil, gas, real estate, ranching",Y,Broad Family Office,Y,wealthy,"H.L. Hunt (legendary oil tycoon, once richest man in America)",,,The Eli and Edythe Broad Foundation,,,Y,,,,,Y,,,,,low,,,,Republican-leaning (Dallas-based oil industry),,,1.0,,,,republican,,,,"Art (The Broad museum), education reform, scientific research",,,,,,,,,,,N,,,,,
egon_durban,,,,0,,Y,,,,,,,,"american,german",Soybean and corn farming,,,N,lower_middle,Farmer,Y,Accel,,,,,,,,,,,,,,high,,,,,,3.0,,,,,,,,Digital publishing / Social media,,,,,,,,tech,high,,,,2006,,,,
elaine_marshall,,,,0,2.0,,,low,,,,,,"american,white",Diversified conglomerate (Koch Industries/Koch Inc.),Y,,Y,wealthy,,N,,,,,N,,,,,,,Marshall v. Marshall (reached Supreme Court re: Anna Nicole Smith/Marshall estate),,,low,,,,,,,1.0,,N,,republican,,N,,,,,,,,,,low,,16.0,,,,,,
eleanor_butt_crook,27,,,1,0.0,Y,Ambassador/diplomacy (William Crook),low,H-E-B,Eleanor Crook Foundation,,,200.0,"american,white",Grocery retail,Y,,Y,wealthy,U.S. Air Force fighter pilot,N,,Eleanor Crook Foundation,,5.0,N,,,,,,,,winner_take_most,,low,"brand,scale",Regional brand/scale,,,1.0,1.0,1.0,,N,,,,N,Philanthropy/Nonprofit,Global malnutrition,,retail,Retail,Board of Directors member,Founder/President,,,low,,100.0,,1997,,,,
elisabeth_deluca,,,,,0.0,Y,"Spielberg (film/creative), Katzenberg (studio ops)",low,William Morris Agency,William Morris Agency,Asylum Records,4775.0,1500.0,"american,german",Fast food/sandwich franchise,,,Y,wealthy,Father made bras/corsets; died when David was young,Y,,Elisabeth C. DeLuca Foundation,,,N,,,,,Y,,,fragmented,,low,"brand,scale",Brand/Scale,Ran corset shop,,2.0,1.0,,,Y,"Jewish, from Brooklyn",democrat,,N,Music/Entertainment,"$400M to UCLA School of Medicine (renamed), $300M MOMA, $150M Lincoln Center, AIDS research",Y,other,Franchise,Mailroom,Agent,Founder,sales,low,,,Y,1965,,,,
elizabeth_johnson,,,,0,0.0,N,,low,,,,,,"american,white",Investment Management,Y,,Y,wealthy,"Edward ""Ned"" Johnson III (Fidelity)",N,,Johnson Family Foundation,,,N,US Ambassador to Italy (2025–present),,Self-funded,self_funded,N,,,fragmented,,low,"brand,scale",Brand/Scale,Homemaker/Philanthropist,US Ambassador to Italy (Apr 2025),0.0,1.0,1.0,college,N,,republican,$1M+ Trump inaugural,N,Equestrian/Business Management,"Education, Arts, Historic Preservation",Y,management_fees,Asset Management Fees,,,,"ops,sales",low,,9.56,Y,2013,,,,
elizabeth_koch,,,,1,,N,,,Catapult,Koch Industries (family business),,,,"american,white",Koch Industries,Y,,Y,wealthy,Charles Koch,N,Blackstone,,,,N,,,,,,,,fragmented,,low,,,,More independent from family business,,1.0,,,N,,,,,Publishing/Writing,,,,,Founder,,,,,,,,1966,,,,
elizabeth_uihlein,,,,1,,Y,Husband Dick Uihlein (co-founder),low,Uline,,,0.0,400.0,"american,white",None mentioned,,,N,,,N,,Ed Uihlein Family Foundation,,6.7,N,,,Self-funded / bootstrapped,self_funded,,,None mentioned,winner_take_most,,low,"brand,scale",Scale / Catalog breadth / Brand,,"Among top 3 Republican donors nationally; funded anti-immigration, anti-abortion, election integrity causes; $50M+ per election cycle",1.0,1.0,1.0,,Y,from India,republican,among largest individual GOP donors in US,N,Distribution / Shipping Supplies,Conservative political causes / GOP candidates,,other,Shipping/packaging/industrial supplies ($8B+ revenue; catalog-driven),Co-Founder / President,,,"ops,sales",low,,6.0,,1980,46.0,,,
elon_musk,33,36.0,24.0,0,0.0,Y,"Tesla: Eberhard & Tarpenning (engineering), Straubel (batteries), Wright (EV tech); Musk (capital, vision)",medium,Bank of Nova Scotia,Pinnacle Research Institute,Rocket Science Games,0.028,8000.0,"south_african,white","Engineering consultancy, property development; Zambian emerald mine stake (1986-~1989)",Y,Excession LLC,Y,wealthy,"Electromechanical engineer, property developer, pilot, politician (Pretoria City Council)",Y,"Elon Musk (Tesla Series A lead, $6.35M)",Musk Foundation (EIN: 85-2133087),Tesla: 5 co-founders; SpaceX: sole founder,1.0,Y,"Special Government Employee, co-lead DOGE (Jan-May 2025)",British/Pennsylvania Dutch descent,Angel (personal funds from Zip2/PayPal exits),angel,N,"Twitter/X acquisition ($44B → marked down 72%); OpenAI (departed, later sued)","Tornetta v. Musk (pay pkg, reinstated 2025); SolarCity shareholder suit (won 2022/2023); Twitter acquisition litigation (settled); SEC Twitter stake suit (ongoing 2026); Unsworth defamation (won 2019)",winner_take_most,,high,"brand,data,network_effects,scale",Brand / Scale / Network Effects (Supercharger) / Data (FSD training),"Registered dietitian, model (Vogue, TIME covers)","Pro-Trump, anti-regulation, free speech absolutist, pro-natalist, anti-DEI",4.0,8.0,3.0,unknown,Y,,republican,since 2022; bipartisan prior,N,"Software engineering, physics, internet applications","Carbon removal (XPRIZE $100M), pediatric health (St. Jude $55M), education (Khan Academy, TX Institute of Technology)",Y,"energy_resources,product_sales,saas_subscription",Product Sales / Energy / Services / FSD Subscriptions,Summer intern,Intern (energy storage R&D),Intern,"finance,tech",high,0.0,87.0,N,2003,0.5,0.5,0.5,17.0
eren_ozmen,,,,1,,Y,Husband Fatih Ozmen (co-owner),low,,,,,150.0,"american,turkish",Consumer products / cleaning and household goods,,,N,wealthy,,Y,,,,,N,,,Personal loan (house as collateral),other,,,,fragmented,,low,other,Government contracts / defense,,,1.0,2.0,1.0,,Y,both parents Turkish immigrants implied; Eren and Fatih are immigrants,,,,,Education (Cornell University SC Johnson College of Business),,other,Aerospace/defense contractor (Dream Chaser spacecraft; $3B+ revenue),,,,,low,,,,1994,,,,
eric_glyman,26,,,0,,Y,"Atiyeh (technical), Lee (unknown)",low,Millstein & Co.,Paribus,Capital One (Paribus),,,american,Restaurant chain (Waffle House),,,N,wealthy,Waffle House co-founder,N,Y Combinator,,,,N,,Jewish,Y Combinator (accelerator),accelerator,,,,fragmented,,medium,"network_effects,switching_costs",Network effects / Switching costs,,,2.0,2.0,,,,,,,N,Finance / Fintech,,,"saas_subscription,transaction_commission",SaaS / Transaction fees,Financial Analyst,Cofounder,Cofounder / Operator,finance,low,6.0,,,2019,2.0,2.0,,
eric_lefkofsky,39,,26.0,1,2.0,Y,"Andrew Mason (product/vision), Brad Keywell (business/VC)",medium,Self-founded carpet business,Starbelly / InnerWorkings,Groupon,,,"american,white",Lumber / sawmill,Y,,N,upper_middle,Mill owner / lumber entrepreneur,N,Accel,Lefkofsky Family Foundation,,,Y,,Jewish heritage,Venture Capital,venture_capital,Y,,Groupon SEC investigation regarding accounting practices (2012),winner_take_most,,medium,"data,ip,network_effects",Data Network Effects / Proprietary Data,,,2.0,5.0,1.0,,N,,democrat,,N,Entrepreneurship / Healthcare Tech,Healthcare / Philanthropy,,platform_marketplace,Tempus AI: precision medicine/genomics platform; also co-founded Groupon (IPO 2011),Founder,Co-Founder,Co-Founder,"ops,sales,tech",low,,,,2008,,,3.0,
eric_schmidt,46,46.0,27.0,3,0.0,Y,Larry Page (technical/product visionary) and Sergey Brin (technical/algorithms) — Schmidt brought executive management experience,high,Xerox PARC/Bell Labs,Sun Microsystems,Novell,,2000.0,"american,white",,Y,Innovation Endeavors,N,upper_middle,Professor of international economics (Johns Hopkins SAIS),N,Kleiner Perkins / Sequoia Capital,Schmidt Futures; Eric & Wendy Schmidt Fund for Strategic Innovation,,5.0,N,Government board member,,Venture Capital,venture_capital,N,,Extramarital affairs widely reported; no major corporate lawsuits as defendant,winner_take_all,,medium,network_effects,Network effects / platform,,Defense Innovation Board (2016-2020); AI policy advisor; major defense tech investor,2.0,1.0,1.0,unknown,N,US-born,democrat,major Obama/Clinton donor and advisor,N,"Enterprise software, internet platforms, AI/defense tech","AI research, science, defense tech, climate, education",Y,advertising,Advertising,Researcher,CTO then CEO of Novell,CEO,"ops,tech",medium,20.0,95.0,Y,2001,2.0,14.0,4.0,3.0
eric_smidt,17,38.0,17.0,0,,Y,Father (Allan Smidt) - co-founder,high,Harbor Freight Tools,Yahoo!,,21.0,500.0,"american,white",Tool retail/mail-order,,Newlands,N,working,Allan Smidt — co-founded Harbor Freight Salvage (1977),N,Sequoia Capital (~$58M total),Smidt Foundation ($265M assets),,,N,,,Self-funded / bootstrapped,self_funded,Y,,Father Allan sued him in 2010 for looting company; settled out of court,fragmented,,low,scale,Massive price advantage / Direct sourcing / Scale,Babysitter in US (died of cancer 2000),Privacy advocate; left Facebook over privacy dispute,1.0,1.0,,,Y,died 1997,democrat,,N,Retail / Tool distribution,"Smidt Heart Institute at Cedars-Sinai ($50M), Holocaust Museum LA ($5M), Harbor Freight Tools for Schools ($10M+)",Y,retail,"Direct factory-sourced discount tools (1,600+ stores)",Co-founder / President (from 1985) / CEO (from 1999),Infrastructure engineer,,"ops,sales",,0.0,100.0,Y,1977,49.0,9.0,,5.0
eric_yuan,41,49.0,,0,,N,,low,"Cisco/WebEx (VP Engineering, 14 years)",Cisco,,0.0,,"american,chinese",Grain/Agriculture/Food conglomerate,,,N,wealthy,,Y,Accel,Eric and Justine Yuan Foundation,,,N,,,Venture Capital,venture_capital,N,,Shareholder lawsuits related to Zoom security/privacy ('Zoombombing') issues in 2020,winner_take_most,,medium,brand,"Brand (verb: ""Zoom call"") / Ease of use / Hybrid work standard",,,0.0,1.0,1.0,,N,stayed in China,,,N,Video conferencing / Real-time collaboration,,N,saas_subscription,Video conferencing subscriptions,VP Engineering/WebEx,VP,,tech,low,14.0,22.0,N,2011,14.0,14.0,,8.0
ernest_garcia_ii,,,,0,1.0,N,,,Stockbroker firm (unnamed),Real estate development (Phoenix),DriveTime Automotive,0.0,,"american,hispanic",Liquor store / local retail,,,N,middle,"Liquor store owner / Mayor of Gallup, New Mexico",N,,,,,N,,,Self-funded / private,self_funded,,,"Convicted in Lincoln Savings & Loan fraud (1990, Charles Keating scandal); received presidential pardon; SEC settlements",fragmented,,low,,,,,0.0,2.0,1.0,,,,republican,,N,Used car retail / auto finance / real estate,,Y,other,Used car sales / auto loans,Stockbroker,Real estate developer,CEO / Owner,"finance,ops,sales",low,,40.0,,,,,,
ernest_garcia_iii,,33.0,,0,0.0,Y,,medium,DriveTime,Carvana,Hughes Aircraft,,35.0,"american,hispanic",Used car dealerships (DriveTime),Y,S-Cubed Capital,Y,wealthy,"Ernest Garcia II (DriveTime CEO, convicted Lincoln S&L)",,,,,,N,,,Parent company (DriveTime),other,,,,fragmented,,medium,"brand,scale,vertical_integration",Brand/scale/vertical integration,,,,1.0,,,,,,,N,Venture Capital,,,"retail,transaction_commission",Ecommerce/transactional,Subsidiary founder (Carvana),Cofounder and CEO,Employee,"finance,tech",,,,,2012,5.0,14.0,,
evan_spiegel,21,25.0,24.0,0,0.0,Y,Bobby Murphy – technical/engineering co-founder,high,Google (co-created Google Maps),Salesforce (co-CEO 2021-2023),Facebook,,,"american,white",,,,N,upper_middle,Lawyer,N,Lightspeed Venture Partners,,,,N,,,Seed/Angel,angel,,,"Reggie Brown lawsuit (settled 2014, ~$157.5M) alleging co-founding of Snapchat",winner_take_most,,high,other,AI/Enterprise Software,Lawyer,,1.0,1.0,1.0,college,,,,,N,Product Design / Consumer Tech,"Education, Arts",Y,advertising,Advertising,Software Engineer / Product Manager,,Executive (post-FriendFeed acquisition),tech,low,,20.0,N,2011,,,,4.0
evan_williams,,,,4,,Y,,,Veritas Software,Facebook,Pure Storage,,20.0,,Soybean and corn farming,,,N,lower_middle,Farmer,N,Accel,,,,,,,,,,,,,,high,,,,,,3.0,,,,,,,,Digital publishing / Social media,Higher Education,,,,Co-Founder,Vice President of Infrastructure Engineering,Board Member,tech,high,,,,2006,,10.0,8.0,
farhad_ebrahimi,,,,0,,Y,,,"Quark, Inc.",,,,,"american,iranian",,,,N,,,Y,Accel,,,,,,,Bootstrapped,self_funded,,Projector sales company; garden tools company,,,,low,,,,Conventional wisdom skeptic,0.0,1.0,,,Y,from Nigeria,,,,Sales / Scheduling Software,,,,,Co-Founder,,,sales,,,,,,,,,
farris_wilks,44,,,0,,Y,"Brother Dan Wilks (equal partner, same background)",,Wilks Masonry,Frac Tech,,,,american,Masonry / Construction,Y,"Wilks Brothers, LLC",N,wealthy,Stone mason,N,Accel,Tampa Bay Buccaneers Foundation (sister chairs),,,N,,White,Self-funded,self_funded,,,,fragmented,,medium,,,,Active Republican donor; pastor of Assembly of Yahweh Seventh Day Church,1.0,2.0,,,,,republican,,N,Oilfield services / Hydraulic fracturing,"Conservative political causes, religious organizations, education",,other,Services,Co-Founder,Co-Founder,,ops,low,,,,1995,7.0,9.0,,
fatih_ozmen,28,,,0,,Y,Wife Eren Ozmen - co-owner/co-operator,low,,,,0.0,30.0,"american,turkish",,,,N,middle,,Y,,Yellow Chair Foundation,,0.6,N,,,Management buyout (home as collateral),private_equity,,,,fragmented,,low,other,Government contracts / security clearances,,,1.0,1.0,1.0,,Y,,republican,,N,Technology / Web,"Education, civil liberties, gender equality, environment",Y,other,Government contracts,,,,tech,low,,100.0,N,1994,,,,
felix_baker,34,,,0,,Y,"Julian Baker (brother, co-founder)",,Tisch Family biotechnology investing partnership,Baker Brothers Advisors,,,,american,Real Estate Development,Y,,N,wealthy,Real Estate (Beal Companies),N,,,,,N,,Jewish,Private capital,other,,,,fragmented,,low,,,,,1.0,1.0,,,,,,,,Biotechnology investing,,,"financial_services,management_fees",Hedge fund / asset management,Partner/Investor,Co-Founder,,finance,low,6.0,,,2000,6.0,26.0,,
fernando_de_leon,,,,1,1.0,N,,low,,,,,3000.0,"american,mexican",Oil and gas (Samson Resources/Samson Energy),Y,Leon Capital Group,N,wealthy,,N,,Charles and Lynn Schusterman Family Philanthropies,,,Y,,,,,,,,fragmented,,low,scale,Scale / diversification,,,,,,,Y,"grew up in Mexico, commuted to US for school",,,,Real estate / diversified private equity,"Jewish causes, Israel, education, racial equity, $3B+ total giving",,"diversified,real_estate",Diversified / rental income / services,,,,"finance,ops",,,,,,,,,
forrest_preston,,,,0,,N,,,Vacuum cleaner sales (self-employed/employer unknown),Hospital/Medical facility,Printing business,,,,"Food, Agriculture, Financial, Industrial (Cargill)",,,N,wealthy,Heir/Shareholder (Cargill),N,,,,,,,,,,,,2016 settlement - $145M to resolve government lawsuit alleging over-billing of federal healthcare programs,fragmented,,low,"ip,scale","Family ownership, scale, diversification",,,0.0,1.0,,,,,,,,Healthcare/Senior living operations,,,diversified,Diversified conglomerate,Salesperson,X-ray technician,Co-owner/operator,"ops,sales",,,100.0,,1970,,,,
francis_biondi,,,,0,3.0,Y,"Brian Higgins, fellow First Boston alum",,Feld Entertainment,,,8.0,1.0,,Live entertainment / circus,,,N,wealthy,Circus/entertainment business owner (bought Ringling Bros. circus),N,,King Street Charitable Trust,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Live entertainment,"Education (Yale), cancer research (Memorial Sloan Kettering)",,,,CEO,,,"ops,sales",,,,,1995,42.0,,,
frank_bisignano,,,,0,,,,high,JPMorgan Chase,First Data / Fiserv,JPMorgan,,,"american,italian",Luxury fashion/goods,,,Y,wealthy,,Y,,,,,N,"Commissioner, Social Security Administration (2025-present)",,,,,,,,,medium,"scale,switching_costs",Switching costs/Scale,,Close ally of Donald Trump,,,,,,,republican,,N,Financial Services/Payments,,,"saas_subscription,transaction_commission",Transaction fees/SaaS,Co-COO,CEO,Co-COO,"finance,ops",low,,,,,12.0,7.0,,
